Participant,Test,Features,m_CA,StdDev_CA,,,,,,,,,,
9,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.927667219,0.041333021,,,,,,,,,,
9,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.910807076,0.027203455,,,,,,,,,,
10,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.940616363,0.016620393,,,,,,,,,,
10,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.921904367,0.008573206,,,,,,,,,,
11,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.880952381,0.01599756,,,,,,,,,,
11,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.848978839,0.010762443,,,,,,,,,,
12,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.851561636,0.011904889,,,,,,,,,,
12,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.913843218,0.013359609,,,,,,,,,,
13,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.886636263,0.019877581,,,,,,,,,,
13,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.788515755,0.033215011,,,,,,,,,,
14,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.888888889,0.015713484,,,,,,,,,,
14,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.768518519,0.048112522,,,,,,,,,,
15,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.805182421,0.036866773,,,,,,,,,,
15,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.803703704,0.063828474,,,,,,,,,,
16,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.878993919,0.020434269,,,,,,,,,,
16,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.860074627,0.023227425,,,,,,,,,,
17,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.794444444,0.041034296,,,,,,,,,,
17,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.738405196,0.028848635,,,,,,,,,,
18,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.827777778,0.045171522,,,,,,,,,,
18,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.820716564,0.030939836,,,,,,,,,,
19,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.942592593,0.014224344,,,,,,,,,,
19,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'ZC', 'AR1', 'AR2']",0.896296296,0.015713484,,,,,,,,
1,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.898148148,0.03286711,,,,,,,,,,
1,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.961111111,0.006141898,,,,,,,,,,
2,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.816293532,0.033474427,,,,,,,,,,
2,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.838888889,0.014224344,,,,,,,,,,
3,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.916666667,0.006141898,,,,,,,,,,
3,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.855306799,0.019810677,,,,,,,,,,
4,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.92962963,0.02252875,,,,,,,,,,
4,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.898148148,0.034496178,,,,,,,,,,
5,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.934615385,0.028000423,,,,,,,,,,
5,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.92962963,0.030316121,,,,,,,,,,
6,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.885185185,0.042065988,,,,,,,,,,
6,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.848148148,0.006415003,,,,,,,,,,
7,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.82037037,0.015158061,,,,,,,,,,
7,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.888888889,0.02962963,,,,,,,,,,
8,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.907407407,0.028448688,,,,,,,,,,
8,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.857407407,0.019155705,,,,,,,,,,
9,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.920301271,0.038547343,,,,,,,,,,
9,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.918269762,0.0276136,,,,,,,,,,
10,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.925829187,0.018771828,,,,,,,,,,
10,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.905210061,0.00961026,,,,,,,,,,
11,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.91112725,0.011374615,,,,,,,,,,
11,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.835291585,0.005605111,,,,,,,,,,
12,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.860779436,0.031131972,,,,,,,,,,
12,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.938755138,0.016041339,,,,,,,,,,
13,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.886580984,0.02086861,,,,,,,,,,
13,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.794029851,0.04315968,,,,,,,,,,
14,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.914814815,0.011111111,,,,,,,,,,
14,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.768518519,0.046958231,,,,,,,,,,
15,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.820024876,0.036487771,,,,,,,,,,
15,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.8,0.058325984,,,,,,,,,,
16,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.86970702,0.023466931,,,,,,,,,,
16,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.848880597,0.019298658,,,,,,,,,,
17,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.794444444,0.02245251,,,,,,,,,,
17,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.762548369,0.041432191,,,,,,,,,,
18,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.837037037,0.025660012,,,,,,,,,,
18,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.809424129,0.006498548,,,,,,,,,,
19,1,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.937037037,0.019945055,,,,,,,,,,
19,2,"['RMS', 'LOGVAR', 'WL', 'WAMP', 'SSC', 'ZC', 'AR1', 'AR3', 'AR4']",0.907407407,0.012283796,,,,,,,,
